modname:bloodmagic

texture:id=txt0012,filename=assets/bloodmagic/textures/blocks/chargingrune.png,xcount=1,ycount=1
texture:id=txt0133,filename=assets/bloodmagic/textures/models/pillar_base.png,xcount=1,ycount=1
texture:id=txt0011,filename=assets/bloodmagic/textures/blocks/accelerationrune.png,xcount=1,ycount=1
texture:id=txt0099,filename=assets/bloodmagic/textures/blocks/dungeon/dungeon_pillarheart.png,xcount=1,ycount=1
texture:id=txt0132,filename=assets/bloodmagic/textures/blocks/dungeon/dungeon_brick3_s.png,xcount=1,ycount=1
texture:id=txt0014,filename=assets/bloodmagic/textures/blocks/imperfectritualstone.png,xcount=1,ycount=1
texture:id=txt0135,filename=assets/bloodmagic/textures/models/pillar_base_d.png,xcount=1,ycount=1
texture:id=txt0013,filename=assets/bloodmagic/textures/blocks/masterritualstone.png,xcount=1,ycount=1
texture:id=txt0134,filename=assets/bloodmagic/textures/models/pillar_base_c.png,xcount=1,ycount=1
texture:id=txt0016,filename=assets/bloodmagic/textures/blocks/ritualstone.png,xcount=1,ycount=1
texture:id=txt0137,filename=assets/bloodmagic/textures/models/pillar_base_s.png,xcount=1,ycount=1
texture:id=txt0015,filename=assets/bloodmagic/textures/blocks/masterritualstone_inverted.png,xcount=1,ycount=1
texture:id=txt0136,filename=assets/bloodmagic/textures/models/pillar_base_v.png,xcount=1,ycount=1
texture:id=txt0018,filename=assets/bloodmagic/textures/blocks/fireritualstone.png,xcount=1,ycount=1
texture:id=txt0017,filename=assets/bloodmagic/textures/blocks/waterritualstone.png,xcount=1,ycount=1
texture:id=txt0019,filename=assets/bloodmagic/textures/blocks/earthritualstone.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/bloodmagic/textures/blocks/dungeon/dungeon_polished_d.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/bloodmagic/textures/blocks/dungeon/dungeon_polished_s.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/bloodmagic/textures/blocks/dungeon/dungeon_polished_v.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/bloodmagic/textures/blocks/dungeon/dungeon_metal_c.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/bloodmagic/textures/blocks/dungeon/dungeon_metal.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/bloodmagic/textures/blocks/dungeon/dungeon_metal_v.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/bloodmagic/textures/blocks/dungeon/dungeon_metal_d.png,xcount=1,ycount=1
texture:id=txt0010,filename=assets/bloodmagic/textures/blocks/orbcapacityrune.png,xcount=1,ycount=1
