modname:natura

texture:id=txt0099,filename=assets/natura/textures/blocks/logs/nether/bloodwood_side_right.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/natura/textures/blocks/logs/nether/ghostwood_log.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/natura/textures/blocks/logs/nether/darkwood_log.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/natura/textures/blocks/logs/nether/ghostwood_log_top.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/natura/textures/blocks/logs/nether/fusewood_log.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/natura/textures/blocks/logs/nether/darkwood_log_top.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/natura/textures/blocks/logs/nether/bloodwood_upper_left.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/natura/textures/blocks/logs/nether/fusewood_log_top.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/natura/textures/blocks/logs/nether/bloodwood_side_left.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/natura/textures/blocks/logs/nether/bloodwood_bark.png,xcount=1,ycount=1
texture:id=txt0201,filename=assets/natura/textures/blocks/workbenches/overworld/willow_workbench_top.png,xcount=1,ycount=1
texture:id=txt0200,filename=assets/natura/textures/blocks/workbenches/overworld/tiger_workbench_side.png,xcount=1,ycount=1
texture:id=txt0203,filename=assets/natura/textures/blocks/workbenches/overworld/willow_workbench_side.png,xcount=1,ycount=1
texture:id=txt0202,filename=assets/natura/textures/blocks/workbenches/overworld/willow_workbench_face.png,xcount=1,ycount=1
texture:id=txt0205,filename=assets/natura/textures/blocks/workbenches/overworld/eucalyptus_workbench_face.png,xcount=1,ycount=1
texture:id=txt0204,filename=assets/natura/textures/blocks/workbenches/overworld/eucalyptus_workbench_top.png,xcount=1,ycount=1
texture:id=txt0207,filename=assets/natura/textures/blocks/workbenches/overworld/hopseed_workbench_top.png,xcount=1,ycount=1
texture:id=txt0206,filename=assets/natura/textures/blocks/workbenches/overworld/eucalyptus_workbench_side.png,xcount=1,ycount=1
texture:id=txt0209,filename=assets/natura/textures/blocks/workbenches/overworld/hopseed_workbench_side.png,xcount=1,ycount=1
texture:id=txt0208,filename=assets/natura/textures/blocks/workbenches/overworld/hopseed_workbench_face.png,xcount=1,ycount=1
texture:id=txt0056,filename=assets/natura/textures/blocks/berrybush/overworld/blueberry_ripe.png,xcount=1,ycount=1
texture:id=txt0177,filename=assets/natura/textures/blocks/trap_door/overworld/hopseed_trap_door.png,xcount=1,ycount=1
texture:id=txt0055,filename=assets/natura/textures/blocks/berrybush/overworld/blueberry.png,xcount=1,ycount=1
texture:id=txt0176,filename=assets/natura/textures/blocks/trap_door/overworld/eucalyptus_trap_door.png,xcount=1,ycount=1
texture:id=txt0058,filename=assets/natura/textures/blocks/berrybush/overworld/blackberry_ripe.png,xcount=1,ycount=1
texture:id=txt0179,filename=assets/natura/textures/blocks/trap_door/overworld/redwood_trap_door.png,xcount=1,ycount=1
texture:id=txt0057,filename=assets/natura/textures/blocks/berrybush/overworld/blackberry.png,xcount=1,ycount=1
texture:id=txt0178,filename=assets/natura/textures/blocks/trap_door/overworld/sakura_trap_door.png,xcount=1,ycount=1
texture:id=txt0059,filename=assets/natura/textures/blocks/berrybush/overworld/maloberry.png,xcount=1,ycount=1
texture:id=txt0050,filename=assets/natura/textures/blocks/planks/overworld/hopseed_planks.png,xcount=1,ycount=1
texture:id=txt0171,filename=assets/natura/textures/blocks/trap_door/overworld/maple_trap_door.png,xcount=1,ycount=1
texture:id=txt0170,filename=assets/natura/textures/blocks/furnace/netherrack_furnace_on.png,xcount=1,ycount=1
texture:id=txt0052,filename=assets/natura/textures/blocks/planks/overworld/redwood_planks.png,xcount=1,ycount=1
texture:id=txt0173,filename=assets/natura/textures/blocks/trap_door/overworld/amaranth_trap_door.png,xcount=1,ycount=1
texture:id=txt0051,filename=assets/natura/textures/blocks/planks/overworld/sakura_planks.png,xcount=1,ycount=1
texture:id=txt0172,filename=assets/natura/textures/blocks/trap_door/overworld/silverbell_trap_door.png,xcount=1,ycount=1
texture:id=txt0054,filename=assets/natura/textures/blocks/berrybush/overworld/raspberry_ripe.png,xcount=1,ycount=1
texture:id=txt0175,filename=assets/natura/textures/blocks/trap_door/overworld/willow_trap_door.png,xcount=1,ycount=1
texture:id=txt0053,filename=assets/natura/textures/blocks/berrybush/overworld/raspberry.png,xcount=1,ycount=1
texture:id=txt0174,filename=assets/natura/textures/blocks/trap_door/overworld/tiger_trap_door.png,xcount=1,ycount=1
