modname:tconstruct

texture:id=txt0012,filename=assets/tconstruct/textures/blocks/slime/slimeblock_pink.png,xcount=1,ycount=1
texture:id=txt0133,filename=assets/tconstruct/textures/blocks/slime/slime_blood.png,xcount=1,ycount=1
texture:id=txt0011,filename=assets/tconstruct/textures/blocks/slime/slimeblock_magma.png,xcount=1,ycount=1
texture:id=txt0099,filename=assets/tconstruct/textures/blocks/wood_rail_turn.png,xcount=1,ycount=1
texture:id=txt0132,filename=assets/tconstruct/textures/blocks/slime/slime_purple.png,xcount=1,ycount=1
texture:id=txt0014,filename=assets/tconstruct/textures/blocks/ore_cobalt.png,xcount=1,ycount=1
texture:id=txt0135,filename=assets/minecraft/textures/blocks/lava_still.png,xcount=1,ycount=1
texture:id=txt0013,filename=assets/minecraft/textures/blocks/netherrack.png,xcount=1,ycount=1
texture:id=txt0134,filename=assets/tconstruct/textures/blocks/slime/slime_magma.png,xcount=1,ycount=1
texture:id=txt0016,filename=assets/tconstruct/textures/blocks/lavawood.png,xcount=1,ycount=1
texture:id=txt0015,filename=assets/tconstruct/textures/blocks/ore_ardite.png,xcount=1,ycount=1
texture:id=txt0136,filename=assets/tconstruct/textures/blocks/slime/slime_pink.png,xcount=1,ycount=1
texture:id=txt0018,filename=assets/tconstruct/textures/blocks/mud_brick.png,xcount=1,ycount=1
texture:id=txt0017,filename=assets/tconstruct/textures/blocks/firewood.png,xcount=1,ycount=1
texture:id=txt0019,filename=assets/tconstruct/textures/blocks/connected/clear_glass/udlr.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/tconstruct/textures/blocks/smeltery/drain_back.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/tconstruct/textures/blocks/smeltery/seared_furnace_active.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/tconstruct/textures/blocks/connected/seared_glass/udlr.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/tconstruct/textures/blocks/smeltery/tinker_tank_background.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/tconstruct/textures/blocks/smeltery/tinker_tank_overlay.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/tconstruct/textures/blocks/stone_ladder.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/tconstruct/textures/blocks/stone_torch.png,xcount=1,ycount=1
texture:id=txt0010,filename=assets/tconstruct/textures/blocks/slime/slimeblock_blood.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/tconstruct/textures/blocks/wood_rail.png,xcount=1,ycount=1
texture:id=txt0131,filename=assets/tconstruct/textures/blocks/slime/slime_blue.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/tconstruct/textures/blocks/punji.png,xcount=1,ycount=1
texture:id=txt0130,filename=assets/minecraft/textures/blocks/slime.png,xcount=1,ycount=1
texture:id=txt0023,filename=assets/tconstruct/textures/blocks/block_manyullyn.png,xcount=1,ycount=1
texture:id=txt0022,filename=assets/tconstruct/textures/blocks/block_ardite.png,xcount=1,ycount=1
texture:id=txt0025,filename=assets/tconstruct/textures/blocks/block_pigiron.png,xcount=1,ycount=1
texture:id=txt0024,filename=assets/tconstruct/textures/blocks/block_knightslime.png,xcount=1,ycount=1
texture:id=txt0027,filename=assets/tconstruct/textures/blocks/block_silky_jewel.png,xcount=1,ycount=1
texture:id=txt0026,filename=assets/tconstruct/textures/blocks/block_alubrass.png,xcount=1,ycount=1
texture:id=txt0029,filename=assets/tconstruct/textures/blocks/slime/slimedirt_green.png,xcount=1,ycount=1
texture:id=txt0028,filename=assets/tconstruct/textures/blocks/glow.png,xcount=1,ycount=1
texture:id=txt0021,filename=assets/tconstruct/textures/blocks/block_cobalt.png,xcount=1,ycount=1
texture:id=txt0020,filename=assets/tconstruct/textures/blocks/connected/clear_stained_glass/udlr.png,xcount=1,ycount=1
texture:id=txt0034,filename=assets/tconstruct/textures/blocks/slime/slimesnow_overlay.png,xcount=1,ycount=1
texture:id=txt0033,filename=assets/minecraft/textures/blocks/dirt.png,xcount=1,ycount=1
texture:id=txt0036,filename=assets/tconstruct/textures/blocks/slime/slimegrass_tall.png,xcount=1,ycount=1
texture:id=txt0035,filename=assets/tconstruct/textures/blocks/slime/slimeleaves.png,xcount=1,ycount=1
texture:id=txt0038,filename=assets/tconstruct/textures/blocks/slime/slimesapling_blue.png,xcount=1,ycount=1
