modname:biomesoplenty

texture:id=txt0099,filename=assets/biomesoplenty/textures/blocks/jacaranda_log_top.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/biomesoplenty/textures/blocks/redwood_log.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/biomesoplenty/textures/blocks/willow_log.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/biomesoplenty/textures/blocks/redwood_log_top.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/biomesoplenty/textures/blocks/pine_log.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/biomesoplenty/textures/blocks/willow_log_top.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/biomesoplenty/textures/blocks/hellbark_log.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/biomesoplenty/textures/blocks/pine_log_top.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/biomesoplenty/textures/blocks/jacaranda_log.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/biomesoplenty/textures/blocks/hellbark_log_top.png,xcount=1,ycount=1
texture:id=txt0300,filename=assets/biomesoplenty/textures/blocks/terrarium.png,xcount=1,ycount=1
texture:id=txt0302,filename=assets/biomesoplenty/textures/blocks/terrarium_mushroom.png,xcount=1,ycount=1
texture:id=txt0301,filename=assets/biomesoplenty/textures/blocks/terrarium_fern.png,xcount=1,ycount=1
texture:id=txt0304,filename=assets/biomesoplenty/textures/blocks/terrarium_flax.png,xcount=1,ycount=1
texture:id=txt0303,filename=assets/biomesoplenty/textures/blocks/terrarium_cactus.png,xcount=1,ycount=1
texture:id=txt0306,filename=assets/biomesoplenty/textures/blocks/terrarium_koru.png,xcount=1,ycount=1
texture:id=txt0305,filename=assets/biomesoplenty/textures/blocks/terrarium_flower.png,xcount=1,ycount=1
texture:id=txt0308,filename=assets/biomesoplenty/textures/blocks/terrarium_beach.png,xcount=1,ycount=1
texture:id=txt0307,filename=assets/biomesoplenty/textures/blocks/terrarium_bamboo.png,xcount=1,ycount=1
texture:id=txt0309,filename=assets/biomesoplenty/textures/blocks/terrarium_glowshroom.png,xcount=1,ycount=1
texture:id=txt0311,filename=assets/biomesoplenty/textures/blocks/terrarium_mystic.png,xcount=1,ycount=1
texture:id=txt0310,filename=assets/biomesoplenty/textures/blocks/terrarium_dead.png,xcount=1,ycount=1
texture:id=txt0313,filename=assets/biomesoplenty/textures/blocks/terrarium_wasteland.png,xcount=1,ycount=1
texture:id=txt0312,filename=assets/biomesoplenty/textures/blocks/terrarium_ominous.png,xcount=1,ycount=1
texture:id=txt0315,filename=assets/biomesoplenty/textures/blocks/terrarium_nether.png,xcount=1,ycount=1
texture:id=txt0314,filename=assets/biomesoplenty/textures/blocks/terrarium_origin.png,xcount=1,ycount=1
texture:id=txt0317,filename=assets/biomesoplenty/textures/blocks/sand_still.png,xcount=1,ycount=1
texture:id=txt0316,filename=assets/biomesoplenty/textures/blocks/terrarium_ender.png,xcount=1,ycount=1
texture:id=txt0319,filename=assets/biomesoplenty/textures/blocks/honey_still.png,xcount=1,ycount=1
texture:id=txt0318,filename=assets/biomesoplenty/textures/blocks/sand_flowing.png,xcount=1,ycount=1
texture:id=txt0320,filename=assets/biomesoplenty/textures/blocks/honey_flowing.png,xcount=1,ycount=1
texture:id=txt0201,filename=assets/biomesoplenty/textures/blocks/sapling_umbran.png,xcount=1,ycount=1
texture:id=txt0322,filename=assets/biomesoplenty/textures/blocks/blood_flowing.png,xcount=1,ycount=1
texture:id=txt0200,filename=assets/biomesoplenty/textures/blocks/sapling_magic.png,xcount=1,ycount=1
texture:id=txt0321,filename=assets/biomesoplenty/textures/blocks/blood_still.png,xcount=1,ycount=1
texture:id=txt0203,filename=assets/biomesoplenty/textures/blocks/sapling_fir.png,xcount=1,ycount=1
texture:id=txt0324,filename=assets/biomesoplenty/textures/blocks/poison_flowing.png,xcount=1,ycount=1
texture:id=txt0202,filename=assets/biomesoplenty/textures/blocks/sapling_dead.png,xcount=1,ycount=1
texture:id=txt0323,filename=assets/biomesoplenty/textures/blocks/poison_still.png,xcount=1,ycount=1
texture:id=txt0205,filename=assets/biomesoplenty/textures/blocks/sapling_origin.png,xcount=1,ycount=1
texture:id=txt0326,filename=assets/biomesoplenty/textures/blocks/hot_spring_water_flowing.png,xcount=1,ycount=1
texture:id=txt0204,filename=assets/biomesoplenty/textures/blocks/sapling_ethereal.png,xcount=1,ycount=1
texture:id=txt0325,filename=assets/biomesoplenty/textures/blocks/hot_spring_water_still.png,xcount=1,ycount=1
texture:id=txt0207,filename=assets/biomesoplenty/textures/blocks/sapling_white_cherry.png,xcount=1,ycount=1
texture:id=txt0206,filename=assets/biomesoplenty/textures/blocks/sapling_pink_cherry.png,xcount=1,ycount=1
texture:id=txt0209,filename=assets/biomesoplenty/textures/blocks/sapling_hellbark.png,xcount=1,ycount=1
texture:id=txt0208,filename=assets/biomesoplenty/textures/blocks/sapling_maple.png,xcount=1,ycount=1
texture:id=txt0056,filename=assets/biomesoplenty/textures/blocks/sapphire_ore.png,xcount=1,ycount=1
texture:id=txt0177,filename=assets/biomesoplenty/textures/blocks/door_jacaranda_lower.png,xcount=1,ycount=1
texture:id=txt0298,filename=assets/biomesoplenty/textures/blocks/ivy.png,xcount=1,ycount=1
texture:id=txt0055,filename=assets/biomesoplenty/textures/blocks/malachite_ore.png,xcount=1,ycount=1
texture:id=txt0176,filename=assets/biomesoplenty/textures/blocks/door_jacaranda_upper.png,xcount=1,ycount=1
texture:id=txt0297,filename=assets/biomesoplenty/textures/blocks/rose.png,xcount=1,ycount=1
texture:id=txt0058,filename=assets/biomesoplenty/textures/blocks/amethyst_block.png,xcount=1,ycount=1
texture:id=txt0179,filename=assets/biomesoplenty/textures/blocks/door_mahogany_lower.png,xcount=1,ycount=1
texture:id=txt0057,filename=assets/biomesoplenty/textures/blocks/amber_ore.png,xcount=1,ycount=1
texture:id=txt0178,filename=assets/biomesoplenty/textures/blocks/door_mahogany_upper.png,xcount=1,ycount=1
texture:id=txt0299,filename=assets/biomesoplenty/textures/blocks/willow_vine.png,xcount=1,ycount=1
texture:id=txt0059,filename=assets/biomesoplenty/textures/blocks/ruby_block.png,xcount=1,ycount=1
texture:id=txt0290,filename=assets/biomesoplenty/textures/blocks/lily_of_the_valley.png,xcount=1,ycount=1
texture:id=txt0050,filename=assets/biomesoplenty/textures/blocks/amethyst_ore.png,xcount=1,ycount=1
texture:id=txt0171,filename=assets/biomesoplenty/textures/blocks/door_willow_lower.png,xcount=1,ycount=1
texture:id=txt0292,filename=assets/biomesoplenty/textures/blocks/lavender.png,xcount=1,ycount=1
texture:id=txt0170,filename=assets/biomesoplenty/textures/blocks/door_willow_upper.png,xcount=1,ycount=1
texture:id=txt0291,filename=assets/biomesoplenty/textures/blocks/burning_blossom.png,xcount=1,ycount=1
texture:id=txt0052,filename=assets/biomesoplenty/textures/blocks/peridot_ore.png,xcount=1,ycount=1
texture:id=txt0173,filename=assets/biomesoplenty/textures/blocks/door_pine_lower.png,xcount=1,ycount=1
texture:id=txt0294,filename=assets/biomesoplenty/textures/blocks/bluebells.png,xcount=1,ycount=1
texture:id=txt0051,filename=assets/biomesoplenty/textures/blocks/ruby_ore.png,xcount=1,ycount=1
texture:id=txt0172,filename=assets/biomesoplenty/textures/blocks/door_pine_upper.png,xcount=1,ycount=1
texture:id=txt0293,filename=assets/biomesoplenty/textures/blocks/goldenrod.png,xcount=1,ycount=1
texture:id=txt0054,filename=assets/biomesoplenty/textures/blocks/tanzanite_ore.png,xcount=1,ycount=1
texture:id=txt0175,filename=assets/biomesoplenty/textures/blocks/door_hellbark_lower.png,xcount=1,ycount=1
texture:id=txt0296,filename=assets/biomesoplenty/textures/blocks/icy_iris.png,xcount=1,ycount=1
texture:id=txt0053,filename=assets/biomesoplenty/textures/blocks/topaz_ore.png,xcount=1,ycount=1
texture:id=txt0174,filename=assets/biomesoplenty/textures/blocks/door_hellbark_upper.png,xcount=1,ycount=1
texture:id=txt0295,filename=assets/biomesoplenty/textures/blocks/miners_delight.png,xcount=1,ycount=1
texture:id=txt0067,filename=assets/biomesoplenty/textures/blocks/honeycomb_block.png,xcount=1,ycount=1
texture:id=txt0188,filename=assets/biomesoplenty/textures/blocks/algae.png,xcount=1,ycount=1
texture:id=txt0066,filename=assets/biomesoplenty/textures/blocks/hive_block.png,xcount=1,ycount=1
texture:id=txt0187,filename=assets/biomesoplenty/textures/blocks/glowing_coral.png,xcount=1,ycount=1
texture:id=txt0069,filename=assets/biomesoplenty/textures/blocks/filled_honeycomb_block.png,xcount=1,ycount=1
texture:id=txt0068,filename=assets/biomesoplenty/textures/blocks/empty_honeycomb_block.png,xcount=1,ycount=1
texture:id=txt0189,filename=assets/biomesoplenty/textures/blocks/kelp_single.png,xcount=1,ycount=1
texture:id=txt0180,filename=assets/biomesoplenty/textures/blocks/door_ebony_upper.png,xcount=1,ycount=1
texture:id=txt0061,filename=assets/biomesoplenty/textures/blocks/topaz_block.png,xcount=1,ycount=1
texture:id=txt0182,filename=assets/biomesoplenty/textures/blocks/door_eucalyptus_upper.png,xcount=1,ycount=1
texture:id=txt0060,filename=assets/biomesoplenty/textures/blocks/peridot_block.png,xcount=1,ycount=1
texture:id=txt0181,filename=assets/biomesoplenty/textures/blocks/door_ebony_lower.png,xcount=1,ycount=1
texture:id=txt0063,filename=assets/biomesoplenty/textures/blocks/malachite_block.png,xcount=1,ycount=1
texture:id=txt0184,filename=assets/biomesoplenty/textures/blocks/pink_coral.png,xcount=1,ycount=1
texture:id=txt0062,filename=assets/biomesoplenty/textures/blocks/tanzanite_block.png,xcount=1,ycount=1
texture:id=txt0183,filename=assets/biomesoplenty/textures/blocks/door_eucalyptus_lower.png,xcount=1,ycount=1
texture:id=txt0065,filename=assets/biomesoplenty/textures/blocks/amber_block.png,xcount=1,ycount=1
texture:id=txt0186,filename=assets/biomesoplenty/textures/blocks/blue_coral.png,xcount=1,ycount=1
texture:id=txt0064,filename=assets/biomesoplenty/textures/blocks/sapphire_block.png,xcount=1,ycount=1
texture:id=txt0185,filename=assets/biomesoplenty/textures/blocks/orange_coral.png,xcount=1,ycount=1
texture:id=txt0078,filename=assets/biomesoplenty/textures/blocks/umbran_log.png,xcount=1,ycount=1
texture:id=txt0199,filename=assets/biomesoplenty/textures/blocks/sapling_bamboo.png,xcount=1,ycount=1
texture:id=txt0077,filename=assets/biomesoplenty/textures/blocks/cherry_log_top.png,xcount=1,ycount=1
texture:id=txt0198,filename=assets/biomesoplenty/textures/blocks/sapling_orange_autumn.png,xcount=1,ycount=1
texture:id=txt0079,filename=assets/biomesoplenty/textures/blocks/umbran_log_top.png,xcount=1,ycount=1
texture:id=txt0070,filename=assets/biomesoplenty/textures/blocks/honey_block.png,xcount=1,ycount=1
texture:id=txt0191,filename=assets/biomesoplenty/textures/blocks/lily_small.png,xcount=1,ycount=1
texture:id=txt0190,filename=assets/biomesoplenty/textures/blocks/lily_medium.png,xcount=1,ycount=1
texture:id=txt0072,filename=assets/biomesoplenty/textures/blocks/bamboo_thatching.png,xcount=1,ycount=1
texture:id=txt0193,filename=assets/minecraft/textures/blocks/waterlily.png,xcount=1,ycount=1
texture:id=txt0071,filename=assets/biomesoplenty/textures/blocks/blue_fire_layer_0.png,xcount=1,ycount=1
texture:id=txt0192,filename=assets/biomesoplenty/textures/blocks/lily_tiny.png,xcount=1,ycount=1
texture:id=txt0074,filename=assets/biomesoplenty/textures/blocks/sacred_oak_log.png,xcount=1,ycount=1
texture:id=txt0195,filename=assets/biomesoplenty/textures/blocks/bamboo.png,xcount=1,ycount=1
texture:id=txt0073,filename=assets/biomesoplenty/textures/blocks/mud_brick_block.png,xcount=1,ycount=1
texture:id=txt0194,filename=assets/biomesoplenty/textures/blocks/waterlily.png,xcount=1,ycount=1
texture:id=txt0076,filename=assets/biomesoplenty/textures/blocks/cherry_log.png,xcount=1,ycount=1
texture:id=txt0197,filename=assets/biomesoplenty/textures/blocks/sapling_yellow_autumn.png,xcount=1,ycount=1
texture:id=txt0075,filename=assets/biomesoplenty/textures/blocks/sacred_oak_log_top.png,xcount=1,ycount=1
texture:id=txt0196,filename=assets/biomesoplenty/textures/blocks/bamboo_top.png,xcount=1,ycount=1
texture:id=txt0089,filename=assets/biomesoplenty/textures/blocks/palm_log_top.png,xcount=1,ycount=1
texture:id=txt0088,filename=assets/biomesoplenty/textures/blocks/palm_log.png,xcount=1,ycount=1
texture:id=txt0081,filename=assets/biomesoplenty/textures/blocks/fir_log_top.png,xcount=1,ycount=1
texture:id=txt0080,filename=assets/biomesoplenty/textures/blocks/fir_log.png,xcount=1,ycount=1
texture:id=txt0083,filename=assets/biomesoplenty/textures/blocks/ethereal_log_top.png,xcount=1,ycount=1
texture:id=txt0082,filename=assets/biomesoplenty/textures/blocks/ethereal_log.png,xcount=1,ycount=1
texture:id=txt0085,filename=assets/biomesoplenty/textures/blocks/magic_log_top.png,xcount=1,ycount=1
texture:id=txt0084,filename=assets/biomesoplenty/textures/blocks/magic_log.png,xcount=1,ycount=1
texture:id=txt0087,filename=assets/biomesoplenty/textures/blocks/mangrove_log_top.png,xcount=1,ycount=1
texture:id=txt0086,filename=assets/biomesoplenty/textures/blocks/mangrove_log.png,xcount=1,ycount=1
texture:id=txt0012,filename=assets/biomesoplenty/textures/blocks/dirt_silty.png,xcount=1,ycount=1
